date,temperature_2m_max,precipitation_sum,precipitation_hours,uv_index_max,wind_speed_10m_max,shortwave_radiation_sum
2025-09-26,81.6311,0.0,0.0,5.802318,5.1215,19.221655
2025-09-27,84.60647,0.0,0.0,5.7821193,5.0949516,19.570133
2025-09-28,88.09025,0.0,0.0,5.7440395,5.711775,19.325363
2025-09-29,87.81488,0.0,0.0,5.6811256,6.5438194,18.994305
2025-09-30,88.67257,0.0,0.0,5.649338,7.9695315,18.495497
2025-10-01,86.00952,0.0,0.0,5.0205297,4.894461,17.526623
2025-10-02,87.612236,0.08145695,0.01986755,5.465232,6.954033,16.499271
2025-10-03,87.69806,0.0,0.0,5.5009937,8.604695,17.322649
2025-10-04,85.200714,0.0,0.0,5.5427155,11.23408,17.889933
2025-10-05,85.10833,0.0,0.0,5.4486756,11.081691,17.5249
2025-10-06,83.18793,0.08145695,0.0397351,5.338742,7.7908077,10.645431
2025-10-07,73.31773,0.0,0.0,5.1516557,12.041178,8.726226
2025-10-08,74.53243,0.0,0.0,5.2013245,7.6324716,17.906754
2025-10-09,73.779655,0.0,0.0,5.180464,5.517464,17.746756
2025-10-10,74.60872,1.2781457,0.21854305,4.965563,9.817996,13.676226
2025-10-11,75.73879,0.0,0.0,4.9152317,5.276823,10.90543
2025-10-12,79.78998,0.0,0.0,5.1062913,8.852956,16.628675
2025-10-13,80.638725,0.0,0.0,2.394702,5.4132457,11.624768
2025-10-14,82.887535,0.0,0.0,4.9917216,6.016829,15.786689
2025-10-15,83.6564,0.0,0.0,4.955629,5.0755687,14.765497
2025-10-16,82.122826,0.0,0.0,4.9092712,8.05283,14.477748
2025-10-17,82.05012,0.0,0.0,4.4072847,9.889124,15.333642
2025-10-18,72.97323,61.827816,7.2384105,2.5807948,13.518784,4.551722
2025-10-19,61.945545,1.2741722,1.3311259,4.6182117,19.482462,16.38616
2025-10-20,71.48435,0.08344371,0.18543047,4.6609273,16.331226,15.459073
2025-10-21,63.991108,0.0,0.0,4.5301323,18.61251,15.9067545
2025-10-22,64.471504,0.0,0.0,4.539073,12.432529,15.825628
2025-10-23,63.100643,0.0,0.0,4.5062914,6.7998385,15.5251
2025-10-24,61.810844,0.010596027,0.026490066,3.884768,5.9759336,13.12702
2025-10-25,59.00237,0.37615892,0.80794704,1.0523179,9.19522,6.853245
2025-10-26,55.80886,10.086093,7.7417216,1.1023178,11.558001,5.2500663
2025-10-27,54.676407,1.0456954,2.2516556,1.4076159,8.623718,3.4640398
2025-10-28,54.976208,0.1397351,0.34437087,1.0453643,5.836203,3.1784105
2025-10-29,54.3468,13.994701,8.70861,1.5917219,15.400654,6.9165564
2025-10-30,57.235744,0.0,0.0,4.1923842,10.38637,14.195364
2025-10-31,62.70131,0.0,0.0,4.058609,11.900952,13.922782
2025-11-01,52.4723,0.037086092,0.06622516,3.2761588,9.558334,11.184173
2025-11-02,51.781506,0.0,0.0,4.0013247,5.703689,10.52649
2025-11-03,63.995277,0.0,0.0,4.0543046,8.197077,13.210663
2025-11-04,71.82528,0.0,0.0,4.02351,11.133235,12.982251
2025-11-05,69.82501,0.0,0.0,3.9566226,12.813453,12.918675
2025-11-06,65.92223,0.0,0.0,3.9304636,12.637968,12.824172
2025-11-07,71.58687,0.0,0.0,3.6394038,10.991497,12.01861
2025-11-08,60.526405,0.0,0.0,3.091722,16.67992,10.406755
2025-11-09,45.997665,0.0,0.0,3.576821,19.160149,9.876755
2025-11-10,38.1474,0.0,0.0,3.4536424,14.687321,13.08245
2025-11-11,58.160183,0.0,0.0,3.142384,14.238498,10.433443
2025-11-12,66.4515,0.0,0.0,3.5933774,7.4932714,12.277152
2025-11-13,66.80435,0.0,0.0,3.576159,8.476079,11.50404
2025-11-14,78.695076,0.0,0.0,3.5549667,11.743172,11.140265
2025-11-15,78.28978,0.0,0.0,3.576821,11.796134,10.921523
2025-11-16,59.098923,0.0,0.0,3.4433775,9.5053625,12.117153
2025-11-17,59.656807,0.8099337,0.29801324,3.4715233,13.023383,10.659735
2025-11-18,69.56872,4.8357615,1.8476821,2.8158941,11.794534,6.1949005
2025-11-19,50.829056,0.0,0.0,2.9380794,5.0267134,3.3087418
2025-11-20,53.800247,3.904636,1.178808,2.2033114,10.751832,3.0621855
2025-11-21,56.96813,25.5702,10.15894,0.95596033,7.807517,1.5364901
2025-11-22,54.763428,0.0,0.0,3.218212,7.794255,8.424569
2025-11-23,50.75753,0.0,0.0,3.2,6.8570356,4.309006
