date,temperature_2m_max,precipitation_sum,precipitation_hours,uv_index_max,wind_speed_10m_max,shortwave_radiation_sum,NO2,PM25
2025-07-24,94.8319,0.0,0.0,7.7745037,9.484553,28.11523,6.935479797979798,10.954039816772374
2025-07-25,94.63938,5.913245,0.39072847,7.7384105,8.549081,23.618212,8.381944444444445,8.826249999999998
2025-07-26,91.448265,0.3960265,0.046357617,7.686424,10.339414,25.01669,4.411111111111111,6.4017857142857135
2025-07-27,91.66223,4.816556,1.0927153,7.5092716,9.373853,24.236755,4.06010101010101,4.383333333333334
2025-07-28,93.48428,0.48675495,0.09933775,7.5546355,9.465097,27.26351,5.186111111111111,8.47625
2025-07-29,95.20323,0.0,0.0,7.6980133,9.556653,26.357151,7.576388888888889,8.47775
2025-07-30,90.46243,1.2609271,0.18543047,7.569536,12.125523,24.295166,8.881944444444445,8.54624836601307
2025-07-31,77.717,0.08145695,0.15231788,5.5824504,11.524425,12.252782,3.548611111111111,15.18306818181818
2025-08-01,80.72098,0.0,0.0,7.641391,11.731793,26.94073,5.033333333333333,30.594583333333333
2025-08-02,79.18204,0.0,0.0,7.611921,10.445726,26.382517,3.972222222222222,12.960416666666665
2025-08-03,79.92528,0.0,0.0,7.5645695,7.6462255,25.69159,4.05,4.516287878787879
2025-08-04,83.42515,0.4350993,0.30463576,7.4996686,8.248457,22.525166,5.152777777777778,4.335416666666667
2025-08-05,84.9927,0.2602649,0.03311258,7.4562917,6.063434,22.43404,7.738149350649351,4.546060606060606
2025-08-06,90.43799,0.0,0.0,7.5102654,8.58721,24.48351,11.811616161616163,9.670916666666667
2025-08-07,88.739914,0.9821192,0.92715234,7.4407287,11.031635,22.186224,9.493055555555555,9.65
2025-08-08,93.494415,0.0,0.0,7.5324507,11.282444,26.31828,8.963888888888889,8.186666666666667
2025-08-09,92.93654,0.0,0.0,7.5172186,11.050122,23.531458,6.041666666666667,6.497083333333333
2025-08-10,88.263695,21.941061,1.4768212,6.6374173,14.029143,16.462385,6.725757575757576,4.807083333333333
2025-08-11,89.867,0.0,0.0,7.4460263,7.949479,23.794502,9.438888888888888,7.038134057971014
2025-08-12,88.928856,1.0688742,0.4370861,7.339404,10.56739,21.71881,11.987037037037036,7.328749999999999
2025-08-13,87.7976,2.3291392,0.26490065,7.3725166,7.110295,20.275827,6.625,7.763085697399527
2025-08-14,90.44753,0.0,0.0,7.3579473,4.955153,22.739073,9.877777777777778,11.489556737588654
2025-08-15,95.62223,0.27615896,0.046357617,7.3642383,8.119229,23.66457,11.911111111111111,10.617083333333333
2025-08-16,96.45846,4.210596,0.27152318,7.3447022,9.495761,22.087814,12.625,10.631666666666666
2025-08-17,94.8474,1.95298,0.3178808,7.2811255,9.023519,20.96616,9.440909090909091,10.654583333333333
2025-08-18,96.09846,4.2655625,0.5033113,7.2864237,10.076367,22.337217,10.679365079365079,12.782916666666669
2025-08-19,93.067665,2.4576159,0.13245033,7.236755,11.890561,21.810595,5.47512077294686,7.998668267610381
2025-08-20,86.09713,0.7927152,0.1986755,7.2211924,8.746611,22.47331,3.57790404040404,2.9832938426821407
2025-08-21,78.86376,0.04039735,0.03311258,7.187748,8.263532,19.105827,4.470833333333333,3.693788759689922
2025-08-22,83.8513,0.0,0.0,6.950331,6.676675,20.814304,7.0125,6.058572695035461
2025-08-23,83.89422,0.0072847684,0.0066225166,5.822848,9.177492,19.182848,5.686111111111111,6.44375
2025-08-24,77.70151,0.0,0.0,7.077483,11.700997,25.063643,2.862121212121212,3.328333333333333
2025-08-25,73.42799,0.0,0.0,6.872848,11.123328,25.12947,5.8,4.6762500000000005
2025-08-26,77.94588,0.0,0.0,6.9019866,7.125373,25.740265,8.958333333333334,5.607083333333334
2025-08-27,80.867,0.0,0.0,6.368543,5.519561,24.839338,14.085416666666667,8.558980496453902
2025-08-28,83.78157,0.0,0.0,6.5913906,5.3015003,24.64384,12.239583333333332,8.632083333333332
2025-08-29,86.01429,0.0,0.0,6.873841,5.73369,24.32788,8.399999999999999,8.03875
2025-08-30,83.97528,0.0,0.0,6.849669,9.450273,21.82735,7.045833333333333,6.164166666666667
2025-08-31,80.8515,0.0,0.0,5.6933775,9.419626,22.965364,4.918181818181818,4.126250000000001
2025-09-01,80.86343,0.0,0.0,6.731788,8.212257,23.509403,5.785416666666666,4.08375
2025-09-02,81.5429,0.026490066,0.06622516,6.5748343,5.47946,21.467484,10.058333333333334,6.637083333333334
2025-09-03,85.97316,0.074834436,0.12582782,6.6950326,10.862375,22.154768,10.3125,7.855903100775194
2025-09-04,75.32336,1.7423842,0.7549669,6.697682,10.423579,23.579735,9.479528985507246,13.740605453852021
2025-09-05,73.463165,0.20264901,0.38410595,5.392384,10.368865,16.428278,5.5125,8.763333333333332
2025-09-06,76.63521,0.0026490067,0.0066225166,6.575828,9.667046,23.501987,3.5791666666666666,3.9756648936170214
2025-09-07,73.23309,0.0,0.0,6.538742,8.358762,23.983908,6.548106060606061,4.544166666666667
2025-09-08,77.02919,0.0,0.0,6.499669,6.294693,23.607151,13.864583333333334,6.408333333333334
2025-09-09,80.3878,0.0026490067,0.0066225166,6.4771523,6.997133,22.289934,18.541666666666668,9.93672619047619
2025-09-10,88.440704,0.0,0.0,6.4466887,5.3276978,21.524569,17.03611111111111,13.954645390070922
2025-09-11,89.86998,0.0,0.0,6.4016557,5.850723,21.115364,17.081944444444442,16.6625
2025-09-12,93.20595,0.0,0.0,6.406291,6.333489,21.330662,15.740277777777777,15.3375
2025-09-13,95.69555,0.0,0.0,6.4215236,7.067736,20.778345,7.729166666666667,11.42
